topic,premise,claim,mace_ibm,hidden_reasoning_keyword,claim_keyword,premise_keyword
Zoos,zoos are cruel as animals are often mistreated and they are in cages that are much too small for their needs.,We should abolish zoos,0.6806765310000000,Make animals unnatural,abolish zoos,zoos are cruel as animals are often mistreated
Zoos,zoos are cruel as animals are often mistreated and they are in cages that are much too small for their needs.,We should abolish zoos,0.6806765310000000,animals need big spaces to be active and healthy,abolish zoos,cruelty to animals
Compulsory voting,compulsory voting increases voter turnout tremendously,We should introduce compulsory voting,0.6819746740000000,"introduces penalties for those who do not vote, which in turn enables",The introduction of compulsory voting,increasing voter turnout tremendously.
Compulsory voting,compulsory voting increases voter turnout tremendously,We should introduce compulsory voting,0.6819746740000000,forces everyone to go out to vote which will,Introducing compulsory voting,increase voter turnout tremendously
Zoos,"zoos often exhibit poor standards of animal welfare, since they are designed to make money for their owners - it is essentially exploitation under the guise of environmental 'protection'.",We should abolish zoos,0.999427103,"stops zoos from holding animals in captivity, which prevents",Abolishing zoos,zoos exploiting animals and exhibiting poor standards of animal welfare.
Zoos,"zoos often exhibit poor standards of animal welfare, since they are designed to make money for their owners - it is essentially exploitation under the guise of environmental 'protection'.",We should abolish zoos,0.999427103,they relief animals stress,abolishing zoos,Zoos often exhibit poor standards of animal welfare
Zoos,"Zoos are unnatural places for wild animals to live and causes many of them to live long, sad lives in cages.",We should abolish zoos,0.841293932,"prevents the removal of wild animals from their natural habitat for purposes of zoo exhibition, which is turn prevents",Abolishing zoos,zoos being unnatural places for wild animals to live
Zoos,"Zoos are unnatural places for wild animals to live and causes many of them to live long, sad lives in cages.",We should abolish zoos,0.841293932,stops animals from being forced to live in cages which are,Abolishing zoos,"unnatural places for wild animals to live and causes many of them to live long, sad lives in cages"
Compulsory voting,"far too many elections have low turnouts, we need to make sure that everyone votes. how can a government or a referendum be indicitive of the desires of the country if half of them don't express an opinion.",We should introduce compulsory voting,0.344170204,"increases voter turnout through a government mandate, which will prevent",The introduction of compulsory voting,far too many elections having low turnouts
Compulsory voting,"far too many elections have low turnouts, we need to make sure that everyone votes. how can a government or a referendum be indicitive of the desires of the country if half of them don't express an opinion.",We should introduce compulsory voting,0.344170204,to improve the democratic process,introduce compulsory voting,far too many elections have low turnouts
Compulsory voting,"far too many elections have low turnouts, we need to make sure that everyone votes. how can a government or a referendum be indicitive of the desires of the country if half of them don't express an opinion.",We should introduce compulsory voting,0.344170204,all people will vote and goverment will reflect the will of the entire group because,Compulsory voting,"low turnouts, government not indiciative of the country"
Whaling,"whaling is cruel, unnecessary, leading to extinction and destroying ecosystems",We should ban whaling,0.901565557,"prevents the killing to whales, which will help prevent",Banning whaling,extinction and destroying ecosystems
Whaling,"whaling is cruel, unnecessary, leading to extinction and destroying ecosystems",We should ban whaling,0.901565557,Causes extinction of whales,Ban Whaling,Destroys ecosystems
Whaling,this is a horrible practice and should be ended,We should ban whaling,2.74E-06,stops people from killing whales which is,Banning whaling,a horrible practice and should be ended
Zoos,zoos aren't all properly regulated and some animals are kept in appalling conditions they should be left in their natural environment,We should abolish zoos,0.974044356,"prevents the capture and captivity of animals in zoos, which in turn prevents",Abolishing zoos,animals kept in appalling conditions
Zoos,zoos aren't all properly regulated and some animals are kept in appalling conditions they should be left in their natural environment,We should abolish zoos,0.974044356,Zoos hey away with more poor treatment of animals,Abolish zoos,Animals are poorly regulated and in bad conditions
Whaling,whaling is an outdated practice that destroys entire marine species.,We should ban whaling,0.924259652,"discourages the overhunting of whales for profit, which prevents",Banning whaling,destroying entire marine species
Whaling,whaling is an outdated practice that destroys entire marine species.,We should ban whaling,0.924259652,to reduce whale killing,ban whaling,destroys entire marine species.
Zoos,we should abolish zoos as they are keeping animals in unnatural environments for the entertainment of humans,We should abolish zoos,0.8848276970000000,"prevents zoos from capturing animals and holding them in captivity, which prevents",Abolishing zoos,zoos keeping animals in unnatural environments for the entertainment of humans.
Zoos,we should abolish zoos as they are keeping animals in unnatural environments for the entertainment of humans,We should abolish zoos,0.8848276970000000,stops humans from forcing animals to live there which prevents them from,Abolishing zoos,keeping animals in unnatural environments for the entertainment of humans
Whaling,"whaling upsets the natural balance of the seas and should be banned permanently, not just seasonally.",We should ban whaling,0.936803845,"criminalizes the overhunting of whales, which is something that causes",Banning whaling,upsetting the natural balances of the seas
Whaling,"whaling upsets the natural balance of the seas and should be banned permanently, not just seasonally.",We should ban whaling,0.936803845,stops people from killing whales that are integral to the ecosystem that,Banning whaling,helps keep natural balance of the seas
Whaling,we should ban whaling as it severely depletes the whaling stock.,We should ban whaling,0.663728828,"criminalizes the overhunting of whales, which stops",Banning whaling,severely depleting the whaling stock
Whaling,we should ban whaling as it severely depletes the whaling stock.,We should ban whaling,0.663728828,reduces tourism,should ban whaling,it severely depletes the whaling stock.
Whaling,we should ban whaling as it severely depletes the whaling stock.,We should ban whaling,0.663728828,catching whales means there are less available to keep ecological balance.,ban whaling,deples whaling stock
Zoos,zoos should be abolished because it is cruel to cage animals.,We should abolish zoos,0.733814153,"criminalizes the capture and captivity of wild animals in zoos, which prevents",Abolishing zoos,cruelly caging animals
Whaling,"over half of the great white whale species are endangered, so whaling should be banned in order to prevent them from becoming extinct.",We should ban whaling,0.993641142,"criminalizes the hunting of whales, which will slow or prevent",Banning whaling,the great white whale species being endangered or extinct.
Whaling,"over half of the great white whale species are endangered, so whaling should be banned in order to prevent them from becoming extinct.",We should ban whaling,0.993641142,increases number of whales in the sea,Ban whaling,to prevent  whales from becoming extinct.
Zoos,we should abolish zoos because animals should not have to live in an unnatural habit for the sake of human amusement.,We should abolish zoos,0.968828476,"prevents the capture and captivity of wild animals for the sake of profits, curbing",Abolishing zoos,animals living in an unnatural habitat for the sake of human amusement.
Zoos,we should abolish zoos because animals should not have to live in an unnatural habit for the sake of human amusement.,We should abolish zoos,0.968828476,takes away the reason for bringing wild animals to human population centers which stops,Abolishing zoos,animals from living in an unnatural habitat.
Zoos,zoos put animals in cages and take away their freedom which in inhumane,We should abolish zoos,0.968212832,"criminalizes the capture and captivity of wild animals in zoos, which prevents",Abolishing zoos,putting animals in cages and inhumanely taking away their freedom
Zoos,zoos put animals in cages and take away their freedom which in inhumane,We should abolish zoos,0.968212832,stops zoos from being built and humans from,Abolishing zoos,putting animals in cages and taking away their freedom which in inhumane
Compulsory voting,voting is what drives our country and not voting means that the most preferred people do not get elected.,We should introduce compulsory voting,0.219788522,"increases voter turnout, which should help stop",Introducing compulsory voting,the most preferred candidates not getting elected
Zoos,zoos lead to an increase in animal cruelty,We should abolish zoos,0.564931528,"removes the possibility of wild animals being mistreated by zoos, which prevents",Abolishing zoos,an increase in animal cruelty
Zoos,"zoos humiliate more sentient animals like elephants, dolphins and monkeys",We should abolish zoos,0.7699951420000000,causes animals to be captured in compact cages that can,zoos,humiliate sentient animals
Zoos,"zoos humiliate more sentient animals like elephants, dolphins and monkeys",We should abolish zoos,0.7699951420000000,"allows animals to live with dignity in the wild, which prevents",Abolishing zoos,"humiliating more sentient animals like elephants, dolphins, and monkeys"
Zoos,"zoos humiliate more sentient animals like elephants, dolphins and monkeys",We should abolish zoos,0.7699951420000000,stops animals to be put at the center of attention for humans entertainment purposes which includes,Abolishing zoos,"humiliating more sentient animals like elephants, dolphins and monkeys"
Compulsory voting,we should introduce compulsory voting so nobody will can complaint that their voices not heard.,We should introduce compulsory voting,0.9824473,"increases voter turnout through a mandate, which should alleviate",Introducing compulsory voting,people complaining that their voices are not heard.
Compulsory voting,we should introduce compulsory voting so nobody will can complaint that their voices not heard.,We should introduce compulsory voting,0.9824473,to choose leaders who represent us all,introduce compulsory voting,so nobody will can complaint that their voices not heard.
Compulsory voting,a compulsory vote we make everyone contribute their opinion.,We should introduce compulsory voting,0.009431057,"enables more people to vote at the polls, which helps",Introducing compulsory voting,everyone to contribute their opinion
Compulsory voting,a compulsory vote we make everyone contribute their opinion.,We should introduce compulsory voting,0.009431057,forces everyone legally able to vote which causes,introducing compulsory voting,everyone contributing their opinion
Zoos,We should abolish zoos as it is cruel to remove animals from their natural habitats to cold countries which are not naturally their place to thrive.,We should abolish zoos,0.933805401,"prevents the holding of animals in captivity at zoos, which prevents",Abolishing zoos,removing animals from their natural habitats to col countries which are not naturally their place to thrive.
Zoos,we should abolish zoos because it's cruel to keep wild animals in small enclosures and spaces just for our amusement.,We should abolish zoos,0.863863497,"prevents zoos from holding wild animals in captivity, which prevents",Abolishing zoos,keeping wild animals in small enclosures and spaces just for our amusement.
Zoos,we should abolish zoos because it's cruel to keep wild animals in small enclosures and spaces just for our amusement.,We should abolish zoos,0.863863497,animals need wide open spaces to as nature intends therefore it is,Abolish zoos,cruel to keep animals in small spaces
Zoos,we should abolish zoos because it's cruel to keep wild animals in small enclosures and spaces just for our amusement.,We should abolish zoos,0.863863497,gives people less reason to take animals from their wild homelands which helps stop,Abolishing zoos,wild animals being kept in small enclosures.
Compulsory voting,"compulsory voting makes the population more involved in the election process, and would give results that more accurately reflected the will of the electors.",We should introduce compulsory voting,0.718278946,"increases voter turnout, which will help in",The introduction of compulsory voting,giving results that more accurately reflect the will of the electors.
Compulsory voting,"compulsory voting makes the population more involved in the election process, and would give results that more accurately reflected the will of the electors.",We should introduce compulsory voting,0.718278946,gives the power to people,introduce compulsory voting,makes the population more involved in the election process
Compulsory voting,"compulsory voting makes the population more involved in the election process, and would give results that more accurately reflected the will of the electors.",We should introduce compulsory voting,0.718278946,represents all citizens thereby,compulsory voting,accurately reflects the total population.
Compulsory voting,more votes would be cast if there was compulsory voting,We should introduce compulsory voting,0.07390982,"increases voter turnout through mandate, which will result in",Introducing compulsory voting,seeing more votes cast
Compulsory voting,more votes would be cast if there was compulsory voting,We should introduce compulsory voting,0.07390982,People who would not otherwise will show,Votes cast,More voters would make choices
Compulsory voting,more votes would be cast if there was compulsory voting,We should introduce compulsory voting,0.07390982,would mean that people would face penalties for not voting ensuring that,Introducing compulsory voting,more votes would be cast.
Whaling,banning whaling would help save the already diminished whale population.,We should ban whaling,0.994710164,enables protection of whales from excessive killing  that helps,banning whaling,save the already diminished whale population
Whaling,banning whaling would help save the already diminished whale population.,We should ban whaling,0.994710164,reduces the amount of whales killed that can,Banning whaling,help save the already diminished whale population.
Whaling,banning whaling would help save the already diminished whale population.,We should ban whaling,0.994710164,allows endangered whales and other animals around them to be saved from extinction thus,Ban of whaling,saving whales.
Zoos,keeping large animals in tiny cages is barbaric so we should abolish zoos.,We should abolish zoos,0.984243978,They restrict animals,abolish zoos,keep large animals in tiny cages
Zoos,keeping large animals in tiny cages is barbaric so we should abolish zoos.,We should abolish zoos,0.984243978,Enables animals to be outside in open spaces,Abolishment of zoos,keeping large animals in tiny cages is barbaric
Zoos,keeping large animals in tiny cages is barbaric so we should abolish zoos.,We should abolish zoos,0.984243978,they abuse animals by imprisoning them,Abolish zoos,they are barbaric
Zoos,keeping large animals in tiny cages is barbaric so we should abolish zoos.,We should abolish zoos,0.984243978,"removes locations for wild animals to be kept,  allowing them to remain in their natural environments therefore eliminating",Abolishing zoos,keeping large animals in tiny cages
Compulsory voting,if people are forced to vote we will get a larger representation of the population,We should introduce compulsory voting,0.274851283,ensures mandatory voting by all people which helps,introducing compulsory voting,a larger representation of the population
Compulsory voting,if people are forced to vote we will get a larger representation of the population,We should introduce compulsory voting,0.274851283,A bigger part of the population can be represented,Compulsory voting should be embraced,get a larger representation of the population
Compulsory voting,if people are forced to vote we will get a larger representation of the population,We should introduce compulsory voting,0.274851283,forces politicians to consider what is best for voters or they will be removed from office meaning a,We enact compulsory voting which,wider representation of population.
Whaling,the whale population is declining and they may become extinct,We should ban whaling,0.983314856,causes fewer animals to be killed in the wild which prevents a situation where,Banning whaling,whales become extinct
Whaling,the whale population is declining and they may become extinct,We should ban whaling,0.983314856,If whaling continues whales could become extinct,Banning of whaling,whale population is declining and they may become extinct
Whaling,the whale population is declining and they may become extinct,We should ban whaling,0.983314856,"Allows whales to breed and thrive without being hunted and tortured, avoiding",Banning of whaling,Whales becoming extinct
Zoos,zoos should be abolished for the animals to live free,We should abolish zoos,0.593726281,Zoos are ultimately harmful to animals,they do not provide enough resources for the animals in their care.,harmful
Zoos,zoos should be abolished for the animals to live free,We should abolish zoos,0.593726281,"stops animals from becoming dependent on humans, to keep their survival instincts and",Abolishing zoos,for the animals to live free
Zoos,zoos should be abolished for the animals to live free,We should abolish zoos,0.593726281,"stops animals from being caged, which tortures them physically and mentally, and instead allows",The abolishment of zoos,Animals live freely.
Zoos,zoos are inherantly abusive to animals so should be banned,We should abolish zoos,0.6877032060000000,causes fewer animals to be kept in cages in them which discourages further,Abolishing zoos,abuse to animals
Zoos,zoos are inherantly abusive to animals so should be banned,We should abolish zoos,0.6877032060000000,gives animals freedom,abolish zoos,zoos are inherently abusive to animals
Zoos,zoos are inherantly abusive to animals so should be banned,We should abolish zoos,0.6877032060000000,eliminates places where animals are kept in cages and forces them to be left in natural environments which stops,Abolishing zoos,zoos being inherently abusive to animals
Compulsory voting,compulsory voting takes into account the voice of all people. it's then compulsory everybody votes,We should introduce compulsory voting,0.457855765,gives power to people,introduce compulsory voting,takes into account the voice of all people
Compulsory voting,compulsory voting takes into account the voice of all people. it's then compulsory everybody votes,We should introduce compulsory voting,0.457855765,enables and requires each persons vote and opinion meaning,Compulsory voting introduction,voices of all citizens are considered.
Whaling,whaling is cruel and vicious and should be banned,We should ban whaling,0.90912732,kills whales,ban whaling,is cruel and vicious and should be banned
Whaling,whaling is cruel and vicious and should be banned,We should ban whaling,0.90912732,is a must to prevent extinction of whales and is,Ban whaling,cruel and vicious and should be banned
Whaling,whaling is cruel and vicious and should be banned,We should ban whaling,0.90912732,Stops harpooning and relentless chasing of whales which is,Banning whaling,cruelty and vicious treatment of Whales.
Whaling,if we should ban whaling because is important for economics,We should ban whaling,8.22E-07,The economy will grow if whales are no longer hunted,Abolishment of whaling,because is important for economics
Compulsory voting,"compulsory voting would ensure that more people were getting their voice heard at election time, making a fairer election",We should introduce compulsory voting,0.999697076,influence better voter turnout,Introduce compulsory voting,"ensures that more people were getting their voice heard at election time, making a fairer election"
Compulsory voting,"compulsory voting would ensure that more people were getting their voice heard at election time, making a fairer election",We should introduce compulsory voting,0.999697076,Allows for more people to have a voice and increases the likelihood of a fair election,Embracing compulsory voting,making a fairer election
Compulsory voting,"compulsory voting would ensure that more people were getting their voice heard at election time, making a fairer election",We should introduce compulsory voting,0.999697076,getting everyone to vote,Make voting compulsory,makes for a fairer election.
Zoos,we should abolish zoos because some of the animals are quite dangerous and have caused human injury.,We should abolish zoos,0.577739455,enables release of animals back to their natural habitats which reduces,abolishing zoos,human injury
Zoos,Zoos are an unnatural habitat for animals and cause a lot of stress. This means animals will develop illnesses and die earlier than they should.,We should abolish zoos,0.825275738,to give animals freedom,abolish zoos,cause a lot of stress to animals
Zoos,Zoos are an unnatural habitat for animals and cause a lot of stress. This means animals will develop illnesses and die earlier than they should.,We should abolish zoos,0.825275738,would lessen their stress levels which cause them to,Abolishing zoos,develop illnesses and die earlier than they should
Zoos,Zoos are an unnatural habitat for animals and cause a lot of stress. This means animals will develop illnesses and die earlier than they should.,We should abolish zoos,0.825275738,forces animals to be released from zoo cages and to be left in their natural environments which reduces,Abolishing zoos,unnatural and stressful habitats for animals and animals developing illnesses and dying earlier than they should
Compulsory voting,"turn out figures are unacceptably low, we need to motivate people to be active voters for a representative democracy",We should introduce compulsory voting,0.980412968,ensures mandatory voting by all people to voice their opinions which helps,introducing compulsory voting,a representative democracy
Compulsory voting,"turn out figures are unacceptably low, we need to motivate people to be active voters for a representative democracy",We should introduce compulsory voting,0.980412968,voting increase,requirement in some countries,mandatory voting
Compulsory voting,"turn out figures are unacceptably low, we need to motivate people to be active voters for a representative democracy",We should introduce compulsory voting,0.980412968,Will enable motivation for people to vote in elections,Compulsory voting should be embraced,motivate people to be active voters for a representative democracy
Compulsory voting,"turn out figures are unacceptably low, we need to motivate people to be active voters for a representative democracy",We should introduce compulsory voting,0.980412968,"can be reversed using compulsory voting, involving the whole of populations meaningfully",Low voter Turnout,active wide and useful participation in democracy
Whaling,we should ban whaling because it is leading to the extinction of whales,We should ban whaling,0.843380757,caues excessive killing of whales which results in,whaling,extinction of whales
Whaling,we should ban whaling because it is leading to the extinction of whales,We should ban whaling,0.843380757,stops illegal haunting of whales,ban whaling,it is leading to the extinction of whales
Whaling,we should ban whaling because it is leading to the extinction of whales,We should ban whaling,0.843380757,climate change,more impact on populations,Whales are full of persistent toxins
Whaling,we should ban whaling because it is leading to the extinction of whales,We should ban whaling,0.843380757,causes whales to no longer be hunted for food and blubber which allows whales to survive and reduces practices,Banning whaling,leading to the extinction of whales
Zoos,animals need to be free to roam in their natural environment,We should abolish zoos,0.571267303,helps animals have,abolish zoos,free roam natural environment
Zoos,animals need to be free to roam in their natural environment,We should abolish zoos,0.571267303,"means animals are healthier, happier, thus",Abolishing zoos,Animals freely roam living naturally long lives
Zoos,animals need to be free to roam in their natural environment,We should abolish zoos,0.571267303,eliminates locations for wild animals to be kept and forces them to be released from zoo cages which allows,Abolishing zoos,animals to be free to roam in their natural environment
Whaling,whaling shuld be banned because it is a cruel and outdated practice & no longer serves a purpose,We should ban whaling,0.793287939,kills whales,ban whaling,it is a cruel and outdated practice & no longer serves a purpose
Whaling,whaling shuld be banned because it is a cruel and outdated practice & no longer serves a purpose,We should ban whaling,0.793287939,should be enabled because it is no longer necessary and it is an,Banning whaling,outdated practice
Whaling,whaling shuld be banned because it is a cruel and outdated practice & no longer serves a purpose,We should ban whaling,0.793287939,can be substituted with growing vegetables and plant products instead,Whaling with harpoons and other cruel methods,Meaning it's unneeded
Zoos,zoos can not provide the amount of space that animals have in the wild,We should abolish zoos,0.929554394,enables release of animals  back to their natural habitats that can,abolishing zoos,provide the amount of space that animals have in the wild
Zoos,zoos can not provide the amount of space that animals have in the wild,We should abolish zoos,0.929554394,Animals require a lot of space to roam free and to be happy,Abolishment of zoos,can not provide the amount of space that animals have in the wild
Zoos,zoos can not provide the amount of space that animals have in the wild,We should abolish zoos,0.929554394,Prevents animals from being confined and tortured and stops,Abolishment of zoos,Animals suffering without enough space
Zoos,zoos can not provide the amount of space that animals have in the wild,We should abolish zoos,0.929554394,forces zoos to close and animals to be released from zoo cages that,Abolishing zoos,can not provide the amount of space that animals have in the wild
Whaling,whaling is inhumane and should be banned immediately.,We should ban whaling,0.5731719470000000,more impact on populations,Whales are necessary for healthy oceans,Whales are full of persistent toxins
Whaling,whaling is inhumane and should be banned immediately.,We should ban whaling,0.5731719470000000,as humans do not need to use whale oil when there are other more fitting products we can use as a substitute and whaling is,Ban whaling,inhumane and should be banned immediately
Whaling,whaling is inhumane and should be banned immediately.,We should ban whaling,0.5731719470000000,due to the torture whales endure as they slowly die at sea,Ban whaling,it's inhumane
Whaling,we need to ban whaling to stop the senseless killing of these creatures before they become extinct.,We should ban whaling,0.999847255,gives strict regulations which help,banning whaling,stop the senseless killing of whales
Whaling,we need to ban whaling to stop the senseless killing of these creatures before they become extinct.,We should ban whaling,0.999847255,makes it illegal to hunt whales for food and blubber which helps,Banning whaling,stop the senseless killing of these creatures before they become extinct.
Compulsory voting,introducing compulsory voting will give the people more of a voice in politics.,We should introduce compulsory voting,0.998764077,ensures mandatory voting by all people which helps,introducing compulsory voting,give the people more of a voice in politics
Compulsory voting,introducing compulsory voting will give the people more of a voice in politics.,We should introduce compulsory voting,0.998764077,Citizens will have a bigger voice when it comes in terms of politics,Compulsory voting should be embraced,give the people more of a voice in politics
Compulsory voting,introducing compulsory voting will give the people more of a voice in politics.,We should introduce compulsory voting,0.998764077,involves the whole of society in the running of it while,Introducing compulsory voting,More people have meaningful political voices and power
Zoos,we should abolish zoos because it while an animal is held captive their life comes second to humans,We should abolish zoos,0.033400542000000000,To give animals freedom,abolish zoos,Animal is held captive their life comes second to humans
Zoos,we should abolish zoos because it while an animal is held captive their life comes second to humans,We should abolish zoos,0.033400542000000000,"frees sentient beings, wild animals, and",Abolishing and outlawing zoos,"Shows value, truly, for all living things"
Zoos,we should abolish zoos because it while an animal is held captive their life comes second to humans,We should abolish zoos,0.033400542000000000,eliminates people viewing animals in cages as entertainment which  results in less,Abolishing zoos,animals being held captive with their life coming second to humans
Zoos,zoos force animals into an existence outside of their natural habitat for our viewing pleasure.  it is not right to subject them to such an environment.,We should abolish zoos,0.732912173,enables animals to be released back to their natural habitats which results in,abolishing zoos,animals not subject to an existence outside of their natural habitat
Zoos,zoos force animals into an existence outside of their natural habitat for our viewing pleasure.  it is not right to subject them to such an environment.,We should abolish zoos,0.732912173,Animals should be able to thrive in the wild in their own environment,Abolishment of zoos,force animals into an existence outside of their natural habitat
Zoos,zoos force animals into an existence outside of their natural habitat for our viewing pleasure.  it is not right to subject them to such an environment.,We should abolish zoos,0.732912173,"allows animals to breed naturally, away from cages meaning",Abolishing zoos,animals can thrive in their natural environment
Zoos,zoos force animals into an existence outside of their natural habitat for our viewing pleasure.  it is not right to subject them to such an environment.,We should abolish zoos,0.732912173,will eliminate locations for animals to be kept for people's entertainment and will stop,Abolishing zoos,zoos forcing animals into an existence outside of their natural habitat for our viewing pleasure
Whaling,it is a cruel barbaric act that needs to end,We should ban whaling,0.254170079,avoids excessive killing of whales which helps,banning whaling,end a cruel barbaric act
Whaling,it is a cruel barbaric act that needs to end,We should ban whaling,0.254170079,There is no ethical reason when it comes to hunting whales,Banning of whaling,cruel barbaric act that needs to end
Whaling,it is a cruel barbaric act that needs to end,We should ban whaling,0.254170079,does not protect this species and is a,Whaling,cruel barbaric act that needs to end
Compulsory voting,"compulsory voting is necessary to truly reflect the will of the people, if people don't participate they could mail in a form stating that they weren't voting because of disinterest rather than innaccessability",We should introduce compulsory voting,0.8397131860000000,ensures mandatory voting by all people to voice their opinions which helps,introducing compulsory voting,a true reflection of the will of the people
Compulsory voting,"compulsory voting is necessary to truly reflect the will of the people, if people don't participate they could mail in a form stating that they weren't voting because of disinterest rather than innaccessability",We should introduce compulsory voting,0.8397131860000000,to give everyone a chance to elect leaders they desire,introduce compulsory voting,to truly reflect the will of the people
Compulsory voting,"compulsory voting is necessary to truly reflect the will of the people, if people don't participate they could mail in a form stating that they weren't voting because of disinterest rather than innaccessability",We should introduce compulsory voting,0.8397131860000000,Allows for more options in terms of voting and accessibility,Compulsory voting should be embraced,voting because of disinterest rather than inaccessibility
Zoos,zoos are cruel an inhumane to the animals for our entertainment. they don't thrive in zoos like they would in their natural enviornment and this leads to an earlier death.,We should abolish zoos,0.997839371,gives animals freedom of movement,abolish zoos,zoos are cruel an inhumane to the animals for our entertainment
Zoos,zoos are cruel an inhumane to the animals for our entertainment. they don't thrive in zoos like they would in their natural enviornment and this leads to an earlier death.,We should abolish zoos,0.997839371,Frees animals into areas where they interact directly with nature meaning,Abolishing zoos,"Animals thrive, live well, and live longer."
Zoos,"zoos say they help repopulate dying populations of animals, but it's rare that any of the animals they've bred are ever released to the wild. instead they are kept at zoos for profit.",We should abolish zoos,0.6089344180000000,"because they are really just out to make money, and don't take the animal's welfare into account, the",Zoos should be abolished,animals are kept in zoos for profits instead of released into the wild to repopulate the dying animal populations as they promised.
Zoos,"zoos say they help repopulate dying populations of animals, but it's rare that any of the animals they've bred are ever released to the wild. instead they are kept at zoos for profit.",We should abolish zoos,0.6089344180000000,they don't help repopulate species and,Abolish zoos,animals are kept for profit
Whaling,there are fewer whales in existence today because of whaling and those that remain require protection,We should ban whaling,0.8592577000000000,Whaling is the biggest factor to the diminishing population of Wales,Banning of whaling,there are fewer whales in existence today because of whaling
Whaling,there are fewer whales in existence today because of whaling and those that remain require protection,We should ban whaling,0.8592577000000000,as whales are important to distribute nutrients to the ocean and they,Ban whaling,require protection
Whaling,there are fewer whales in existence today because of whaling and those that remain require protection,We should ban whaling,0.8592577000000000,makes it illegal to hunt whales for food and blubber which helps in the,Banning whaling,protection of fewer whales in existence today because of whaling
Compulsory voting,"compulsory voting would see to it that we have the person the people, all the people, truly want in each area of our government.",We should introduce compulsory voting,0.023786134,ensures mandatory voting by all people to choose their favorite candidate which results in,introducing compulsory voting,having the person that all the people truly want in each area of our government.
Compulsory voting,"compulsory voting would see to it that we have the person the people, all the people, truly want in each area of our government.",We should introduce compulsory voting,0.023786134,to make people choose better leaders,introduce compulsory voting,"compulsory voting would see to it that we have the person the people, all the people, truly want in each area of our government."
Compulsory voting,"compulsory voting would see to it that we have the person the people, all the people, truly want in each area of our government.",We should introduce compulsory voting,0.023786134,Compulsory registration and voting reduce the legitimacy of elected representatives.,voting increase the legitimacy of elected representatives.,requirement
Whaling,We should ban whaling because there are less environmentally damaging sources of all the resources we harvest from whales nowadays.,We should ban whaling,0.008796929,"causes fewer whales to be killed, that allows us to exploit other",Banning whaling,less environmentally damaging sources of all the resources we harvest from whales
Whaling,We should ban whaling because there are less environmentally damaging sources of all the resources we harvest from whales nowadays.,We should ban whaling,0.008796929,Whales are full of persistent toxins,Whaling could have more impact on populations,impacts of climate change
Compulsory voting,"citizens are responsible for their government and have a duty to participate in their own democracy. democracy only works when all actively participate, without laws many people do not vote.",We should introduce compulsory voting,0.834574186,"requires people to consider issues, vote for someone so that",Introducing compulsory voting,citizens engage fully in participation of democracy.
Whaling,Whales are wonderfully intelligent creatures that don't deserve to be hunted in such a gruesome manner.,We should ban whaling,0.863227992,avoids excessive killing of whales by whaling knife which helps,banning whaling,whales not be hunted in a gruesome manner
Whaling,Whales are wonderfully intelligent creatures that don't deserve to be hunted in such a gruesome manner.,We should ban whaling,0.863227992,to stop death of whales,ban whaling,they don't deserve to be hunted in such a gruesome manner.
Whaling,Whales are wonderfully intelligent creatures that don't deserve to be hunted in such a gruesome manner.,We should ban whaling,0.863227992,"stops gruesome murder of smart creatures, which is morally wrong and allows that",The banning of whaling,intelligent creatures are left alive.
Zoos,"we should abolish zoos because animals don't deserve to be segregated unnecessarily, they should roam free just like anyone else",We should abolish zoos,0.643618486,they do not provide enough resources for the animals in their care.,Zoos are too small for some animals,zoos should be banned
Zoos,"we should abolish zoos because animals don't deserve to be segregated unnecessarily, they should roam free just like anyone else",We should abolish zoos,0.643618486,Gives animals the opportunity to roam free and not be segregated,Abolishment of zoos,animals don't deserve to be segregated unnecessarily
Zoos,"we should abolish zoos because animals don't deserve to be segregated unnecessarily, they should roam free just like anyone else",We should abolish zoos,0.643618486,"so animals can avoid being penned in too small quarters, suffering the mental distress of confinement and instead",Abolishing zoos,animals can roam free.
Compulsory voting,compulsory voting makes sure that each and every person has a vote in who is running their government and how.,We should introduce compulsory voting,0.999494174,gives people a chance to elect leaders,introduce compulsory voting,Each and every person has a vote in who is running their government and how.
Compulsory voting,compulsory voting makes sure that each and every person has a vote in who is running their government and how.,We should introduce compulsory voting,0.999494174,forces everyone in an electorate to vote which,Introducing compulsory voting,makes sure that each and every person has a vote in who is running their government and how
Compulsory voting,it would ensure that elections are fair if everyone votes,We should introduce compulsory voting,0.293675671,ensures mandatory voting by all people to voice their opinions which results in,introducing compulsory voting,fair elections
Compulsory voting,it would ensure that elections are fair if everyone votes,We should introduce compulsory voting,0.293675671,"makes all people go out and vote in the same way, which ensures  that",Compulsory voting,elections are fair
Compulsory voting,it would ensure that elections are fair if everyone votes,We should introduce compulsory voting,0.293675671,to choose leaders of our own choice,introduce compulsory voting,it would ensure that elections are fair if everyone votes
Compulsory voting,it would ensure that elections are fair if everyone votes,We should introduce compulsory voting,0.293675671,The more total votes there are the more likely a politician is to do things more people wants so,Introducing compulsory voting is good because,everyone participating makes the process more fair.
Compulsory voting,too many people do not take responsibility for their part in democracy,We should introduce compulsory voting,0.275119557,ensures mandatory voting by all people to voice their opinions which helps,introducing compulsory voting,people taking responsibility for their part in democracy
